title,date,venue,price,link,date_and_time,location,artists
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",lun. 8 janv.,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"lun. 8 janv., 20:00","19 Rue Boyer, 75020 Paris, France",
Marc desse + Niki Demillier + Super Léone,mar. 9 janv.,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"mar. 9 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse"
WeHungry + Ovearth + Outrance,mar. 9 janv.,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"mar. 9 janv., 19:00","5 Rue Moret, 75011 Paris, France",
The Twin Souls + BloodyClaps + PaddockAndBreakfast,mer. 10 janv.,Supersonic,Gratuit,https://dice.fm/event/8qv22-the-twin-souls-bloodyclaps-paddockandbreakfast-10th-jan-supersonic-paris-tickets,"mer. 10 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Paddock and Breakfast, Bloody Claps, The Twin Souls"
Orphia + Contre Soirée + La Malle,mer. 10 janv.,L'international,8 €,https://dice.fm/event/68pb3-orphia-contre-soire-la-malle-10th-jan-linternational-paris-tickets,"mer. 10 janv., 19:00","5 Rue Moret, 75011 Paris, France","Orphia, Contre Soirée, La Malle"
The Psychotic Monks,mer. 10 janv.,La Gaité Lyrique,"28,50 €",https://dice.fm/event/r9dwr-the-psychotic-monks-10th-jan-la-gait-lyrique-paris-tickets,"mer. 10 janv., 19:30","3bis Rue Papin, 75003 Paris, France",The Psychotic Monks
L'enfant,mer. 10 janv.,La Boule Noire,15 €,https://dice.fm/event/8lpav-lenfant-10th-jan-la-boule-noire-paris-tickets,"mer. 10 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",L'enfant
Luke Anger + Terrace In Trance + Dora Surleau,mer. 10 janv.,POPUP!,"5,61 €",https://dice.fm/event/qpmey-luke-anger-terrace-in-trance-dora-surleau-10th-jan-popup-paris-tickets,"mer. 10 janv., 20:00","14 Rue Abel, 75012 Paris, France","Luke Anger, Terrace In Trance, Dora Sureau"
Brenda Ohana Trio,mer. 10 janv.,Péniche Marcounet,"16,48 €",https://dice.fm/event/mgo6r-brenda-ohana-trio-10th-jan-pniche-marcounet-paris-tickets,"mer. 10 janv., 21:00 UTC+1","Port de l'Hotel de Ville, Paris 75004",Brenda Ohana Trio
Solal Roubine + Louis La Flemme + Nepita,jeu. 11 janv.,Supersonic,Gratuit,https://dice.fm/event/gx3bb-solal-roubine-louis-la-flemme-nepita-11th-jan-supersonic-paris-tickets,"jeu. 11 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Nepita, Louis La Flemme, Solal Roubine"
Jacques présente Vidéochose 360°,jeu. 11 janv.,La Gaité Lyrique,"28,05 €",https://dice.fm/event/oaxlg-jacques-prsente-vidochose-360-11th-jan-la-gait-lyrique-paris-tickets,"jeu. 11 janv., 19:30","3bis Rue Papin, 75003 Paris, France","Neniu, Jacques"
Big Data - Release Party,jeu. 11 janv.,POPUP!,"7,86 €",https://dice.fm/event/a5a6x-big-data-release-party-11th-jan-popup-paris-tickets,"jeu. 11 janv., 20:00","14 Rue Abel, 75012 Paris, France","Antoine Lang, Flora Hibberd"
OOO AUDIO #2 | Release Party Franky Gogo,jeu. 11 janv.,La Flèche d'Or,À partir de 8 €,https://dice.fm/event/mgexw-ooo-audio-2-release-party-franky-gogo-11th-jan-la-flche-dor-paris-tickets,"jeu. 11 janv., 20:00","102b Rue De Bagnolet, 75020 Paris, France",
"HEPTASOUND 5Y : Sam Coste, Prost !, Tatem & More",jeu. 11 janv.,La Java,"À partir de 6,12 €",https://dice.fm/event/b2eqx-heptasound-5y-sam-coste-prost-tatem-more-11th-jan-la-java-paris-tickets,"jeu. 11 janv., 23:00","105 Rue du Faubourg du Temple, 75010 Paris, France",
[Pass 2j] Pisica x Le Mazette : Winter Weekender,12 janv. - 14 janv.,Le Mazette,"21,63 €",https://dice.fm/event/9reo7-pass-2j-pisica-x-le-mazette-winter-weekender-12th-jan-le-mazette-paris-tickets,12 janv. - 14 janv.,"69 Port de la Rapée, 75012 Paris, France",
TGBB #17 : Parker Fans + Sunken + Nerves + Smile,ven. 12 janv.,Supersonic,Gratuit,https://dice.fm/event/372kl-tgbb-17-parker-fans-sunken-nerves-smile-12th-jan-supersonic-paris-tickets,"ven. 12 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
"Discover #4 Ofé, Lakna, Tianmi, Artÿ, Tiapo",ven. 12 janv.,La REcyclerie,Gratuit,https://dice.fm/event/pnprl-discover-4-of-lakna-tianmi-art-tiapo-12th-jan-la-recyclerie-paris-tickets,"ven. 12 janv., 19:00","83 Boulevard Ornano, 75018 Paris, France",
Umlaut Big Band - Une brève histoire du Swing,ven. 12 janv.,La Marbrerie,"À partir de 13,50 €",https://dice.fm/event/gq3ma--umlaut-big-band-une-brve-histoire-du-swing-12th-jan-la-marbrerie-paris-tickets,"ven. 12 janv., 19:00","21 Rue Alexis Lepere, 93100 Montreuil, France",Umlaut Big Band
Jacques présente Vidéochose 360°,ven. 12 janv.,La Gaité Lyrique,"28,05 €",https://dice.fm/event/mdr3r-jacques-prsente-vidochose-360-12th-jan-la-gait-lyrique-paris-tickets,"ven. 12 janv., 19:30","3bis Rue Papin, 75003 Paris, France","Neniu, Jacques"
HIER,ven. 12 janv.,La Boule Noire,12 €,https://dice.fm/event/gxdkb-hier-12th-jan-la-boule-noire-paris-tickets,"ven. 12 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",HIER
REMY,ven. 12 janv.,La Maroquinerie,"25,50 €",https://dice.fm/event/6k2p7-remy-12th-jan-la-maroquinerie-paris-tickets,"ven. 12 janv., 20:00","23 Rue Boyer, 75020 Paris, France",
"Patrick Eudeline, Gasoline, Jamie Perrett, The Matt Project & DJ Set",ven. 12 janv.,Le Sub Pigalle,"11,80 €",https://dice.fm/event/g3mra-patrick-eudeline-gasoline-jamie-perrett-the-matt-project-dj-set-12th-jan-le-sub-pigalle-paris-tickets,"ven. 12 janv., 21:00","3 Place De Clichy, 75008 Paris, France",
Caribbean groove dur les toits de paris,ven. 12 janv.,Tout Le Monde en Parle,À partir de Gratuit,https://dice.fm/event/68w9q-caribbean-groove-dur-les-toits-de-paris-12th-jan-tout-le-monde-en-parle-paris-tickets,"ven. 12 janv., 23:00","4 Rue Du Départ, 75015 Paris, France","Fermeture, djsprinter"
"BAE Party W/ Surf 2 Glory, Vitamine C & More",ven. 12 janv.,La Java,À partir de 13 €,https://dice.fm/event/25ewa-bae-party-w-surf-2-glory-vitamine-c-more-12th-jan-la-java-paris-tickets,"ven. 12 janv., 23:30","105 Rue du Faubourg du Temple, 75010 Paris, France",
"BIGONE, DOHANSE, DIVE: THE DIAL MUSIC",lun. 8 janv.,La Bellevilloise,"À partir de 22,44 €",https://dice.fm/event/kym3l-bigone-dohanse-dive-the-dial-music-8th-jan-la-bellevilloise-paris-tickets,"lun. 8 janv., 20:00","19 Rue Boyer, 75020 Paris, France",
Marc desse + Niki Demillier + Super Léone,mar. 9 janv.,Supersonic,Gratuit,https://dice.fm/event/ql3ap-marc-desse-niki-demillier-super-lone-9th-jan-supersonic-paris-tickets,"mar. 9 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Super Léone, Niki Demillier, Marc Desse"
WeHungry + Ovearth + Outrance,mar. 9 janv.,L'international,7 €,https://dice.fm/event/mg679-wehungry-ovearth-outrance-9th-jan-linternational-paris-tickets,"mar. 9 janv., 19:00","5 Rue Moret, 75011 Paris, France",
The Twin Souls + BloodyClaps + PaddockAndBreakfast,mer. 10 janv.,Supersonic,Gratuit,https://dice.fm/event/8qv22-the-twin-souls-bloodyclaps-paddockandbreakfast-10th-jan-supersonic-paris-tickets,"mer. 10 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Paddock and Breakfast, Bloody Claps, The Twin Souls"
Orphia + Contre Soirée + La Malle,mer. 10 janv.,L'international,8 €,https://dice.fm/event/68pb3-orphia-contre-soire-la-malle-10th-jan-linternational-paris-tickets,"mer. 10 janv., 19:00","5 Rue Moret, 75011 Paris, France","Orphia, Contre Soirée, La Malle"
The Psychotic Monks,mer. 10 janv.,La Gaité Lyrique,"28,50 €",https://dice.fm/event/r9dwr-the-psychotic-monks-10th-jan-la-gait-lyrique-paris-tickets,"mer. 10 janv., 19:30","3bis Rue Papin, 75003 Paris, France",The Psychotic Monks
L'enfant,mer. 10 janv.,La Boule Noire,15 €,https://dice.fm/event/8lpav-lenfant-10th-jan-la-boule-noire-paris-tickets,"mer. 10 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",L'enfant
Luke Anger + Terrace In Trance + Dora Surleau,mer. 10 janv.,POPUP!,"5,61 €",https://dice.fm/event/qpmey-luke-anger-terrace-in-trance-dora-surleau-10th-jan-popup-paris-tickets,"mer. 10 janv., 20:00","14 Rue Abel, 75012 Paris, France","Luke Anger, Terrace In Trance, Dora Sureau"
Brenda Ohana Trio,mer. 10 janv.,Péniche Marcounet,"16,48 €",https://dice.fm/event/mgo6r-brenda-ohana-trio-10th-jan-pniche-marcounet-paris-tickets,"mer. 10 janv., 21:00 UTC+1","Port de l'Hotel de Ville, Paris 75004",Brenda Ohana Trio
Solal Roubine + Louis La Flemme + Nepita,jeu. 11 janv.,Supersonic,Gratuit,https://dice.fm/event/gx3bb-solal-roubine-louis-la-flemme-nepita-11th-jan-supersonic-paris-tickets,"jeu. 11 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","Nepita, Louis La Flemme, Solal Roubine"
Jacques présente Vidéochose 360°,jeu. 11 janv.,La Gaité Lyrique,"28,05 €",https://dice.fm/event/oaxlg-jacques-prsente-vidochose-360-11th-jan-la-gait-lyrique-paris-tickets,"jeu. 11 janv., 19:30","3bis Rue Papin, 75003 Paris, France","Neniu, Jacques"
Big Data - Release Party,jeu. 11 janv.,POPUP!,"7,86 €",https://dice.fm/event/a5a6x-big-data-release-party-11th-jan-popup-paris-tickets,"jeu. 11 janv., 20:00","14 Rue Abel, 75012 Paris, France","Antoine Lang, Flora Hibberd"
OOO AUDIO #2 | Release Party Franky Gogo,jeu. 11 janv.,La Flèche d'Or,À partir de 8 €,https://dice.fm/event/mgexw-ooo-audio-2-release-party-franky-gogo-11th-jan-la-flche-dor-paris-tickets,"jeu. 11 janv., 20:00","102b Rue De Bagnolet, 75020 Paris, France",
"HEPTASOUND 5Y : Sam Coste, Prost !, Tatem & More",jeu. 11 janv.,La Java,"À partir de 6,12 €",https://dice.fm/event/b2eqx-heptasound-5y-sam-coste-prost-tatem-more-11th-jan-la-java-paris-tickets,"jeu. 11 janv., 23:00","105 Rue du Faubourg du Temple, 75010 Paris, France",
[Pass 2j] Pisica x Le Mazette : Winter Weekender,12 janv. - 14 janv.,Le Mazette,"21,63 €",https://dice.fm/event/9reo7-pass-2j-pisica-x-le-mazette-winter-weekender-12th-jan-le-mazette-paris-tickets,12 janv. - 14 janv.,"69 Port de la Rapée, 75012 Paris, France",
TGBB #17 : Parker Fans + Sunken + Nerves + Smile,ven. 12 janv.,Supersonic,Gratuit,https://dice.fm/event/372kl-tgbb-17-parker-fans-sunken-nerves-smile-12th-jan-supersonic-paris-tickets,"ven. 12 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
"Discover #4 Ofé, Lakna, Tianmi, Artÿ, Tiapo",ven. 12 janv.,La REcyclerie,Gratuit,https://dice.fm/event/pnprl-discover-4-of-lakna-tianmi-art-tiapo-12th-jan-la-recyclerie-paris-tickets,"ven. 12 janv., 19:00","83 Boulevard Ornano, 75018 Paris, France",
Umlaut Big Band - Une brève histoire du Swing,ven. 12 janv.,La Marbrerie,"À partir de 13,50 €",https://dice.fm/event/gq3ma--umlaut-big-band-une-brve-histoire-du-swing-12th-jan-la-marbrerie-paris-tickets,"ven. 12 janv., 19:00","21 Rue Alexis Lepere, 93100 Montreuil, France",Umlaut Big Band
Jacques présente Vidéochose 360°,ven. 12 janv.,La Gaité Lyrique,"28,05 €",https://dice.fm/event/mdr3r-jacques-prsente-vidochose-360-12th-jan-la-gait-lyrique-paris-tickets,"ven. 12 janv., 19:30","3bis Rue Papin, 75003 Paris, France","Neniu, Jacques"
HIER,ven. 12 janv.,La Boule Noire,12 €,https://dice.fm/event/gxdkb-hier-12th-jan-la-boule-noire-paris-tickets,"ven. 12 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",HIER
REMY,ven. 12 janv.,La Maroquinerie,"25,50 €",https://dice.fm/event/6k2p7-remy-12th-jan-la-maroquinerie-paris-tickets,"ven. 12 janv., 20:00","23 Rue Boyer, 75020 Paris, France",
"Patrick Eudeline, Gasoline, Jamie Perrett, The Matt Project & DJ Set",ven. 12 janv.,Le Sub Pigalle,"11,80 €",https://dice.fm/event/g3mra-patrick-eudeline-gasoline-jamie-perrett-the-matt-project-dj-set-12th-jan-le-sub-pigalle-paris-tickets,"ven. 12 janv., 21:00","3 Place De Clichy, 75008 Paris, France",
Caribbean groove dur les toits de paris,ven. 12 janv.,Tout Le Monde en Parle,À partir de Gratuit,https://dice.fm/event/68w9q-caribbean-groove-dur-les-toits-de-paris-12th-jan-tout-le-monde-en-parle-paris-tickets,"ven. 12 janv., 23:00","4 Rue Du Départ, 75015 Paris, France","Fermeture, djsprinter"
"BAE Party W/ Surf 2 Glory, Vitamine C & More",ven. 12 janv.,La Java,À partir de 13 €,https://dice.fm/event/25ewa-bae-party-w-surf-2-glory-vitamine-c-more-12th-jan-la-java-paris-tickets,"ven. 12 janv., 23:30","105 Rue du Faubourg du Temple, 75010 Paris, France",
Afro Digital Party,sam. 13 janv.,La Place,10 €,https://dice.fm/event/g37p5-afro-digital-party-13th-jan-la-place-paris-tickets,"sam. 13 janv., 16:00","10 Passage de la Canopée, 75001 Paris, France",
[Samedi] Pisica x Le Mazette : Winter Weekender,sam. 13 janv.,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/37qmx-samedi-pisica-x-le-mazette-winter-weekender-13th-jan-le-mazette-paris-tickets,"sam. 13 janv., 18:00","69 Port de la Rapée, 75012 Paris, France",
Alconaut + Slowbot + Lords of the Void,sam. 13 janv.,Supersonic,Gratuit,https://dice.fm/event/7w6v6-alconaut-slowbot-lords-of-the-void-13th-jan-supersonic-paris-tickets,"sam. 13 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
Chiff Chaffs + Tuesday Violence + Pythies,sam. 13 janv.,L'international,8 €,https://dice.fm/event/n5a8q-chiff-chaffs-tuesday-violence-pythies-13th-jan-linternational-paris-tickets,"sam. 13 janv., 19:00","5 Rue Moret, 75011 Paris, France",
Romain Swan & The Raindrops,sam. 13 janv.,La Boule Noire,"16,51 €",https://dice.fm/event/b8npm-romain-swan-the-raindrops-13th-jan-la-boule-noire-paris-tickets,"sam. 13 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France","1ère partie : Over The Moon, Romain Swan & The Raindrops"
Paris is Dancing — M¥SS KETA and more,sam. 13 janv.,Badaboum,"22,44 €",https://dice.fm/event/ar7mq-paris-is-dancing-mss-keta-and-more-13th-jan-badaboum-paris-tickets,"sam. 13 janv., 19:30","2B Rue des Taillandiers, 75011 Paris, France",Myss Keta
"20:02, Beasts, Boogie Knights & DJ Set",sam. 13 janv.,Le Sub Pigalle,"11,80 €",https://dice.fm/event/n59o5-2002-beasts-boogie-knights-dj-set-13th-jan-le-sub-pigalle-paris-tickets,"sam. 13 janv., 21:00","3 Place De Clichy, 75008 Paris, France",
off course #2 avec Alpha Tracks,sam. 13 janv.,Point Ephémère,À partir de 11 €,https://dice.fm/event/r8p3y-off-course-2-avec-alpha-tracks-13th-jan-point-ephmre-paris-tickets,"sam. 13 janv., 22:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Alpha Tracks
Cuntry Club,sam. 13 janv.,La Marbrerie,À partir de 9 €,https://dice.fm/event/pnrwk-cuntry-club-13th-jan-la-marbrerie-paris-tickets,"sam. 13 janv., 22:00","21 Rue Alexis Lepere, 93100 Montreuil, France","sukubratz, Maoupa Mazzocchetti, Nahshi, Dj Under Arrest"
Avec Amour ♥︎ with Cogan + Amour d’Amour,sam. 13 janv.,POPUP!,"5,61 €",https://dice.fm/event/wmbgx-avec-amour-with-cogan-amour-damour-13th-jan-popup-paris-tickets,"sam. 13 janv., 23:00","14 Rue Abel, 75012 Paris, France",Cogan
Reggaeton party sur les toits de paris,sam. 13 janv.,Tout Le Monde en Parle,À partir de Gratuit,https://dice.fm/event/g3k76-reggaeton-party-sur-les-toits-de-paris-13th-jan-tout-le-monde-en-parle-paris-tickets,"sam. 13 janv., 23:00","4 Rue Du Départ, 75015 Paris, France","Fermeture des portes, djalkior"
BRUNCH · Olivier Defays & Philippe Dervieux,dim. 14 janv.,Péniche Marcounet,Gratuit,https://dice.fm/event/9r8wn-brunch-olivier-defays-philippe-dervieux-14th-jan-pniche-marcounet-paris-tickets,"dim. 14 janv., 12:00 UTC+1","Port de l'Hotel de Ville, Paris 75004","Olivier Defays, Philippe Dervieux"
"XT Trio : Jazz ""spirituel et festif""",dim. 14 janv.,Péniche Marcounet,"16,48 €",https://dice.fm/event/7won6-xt-trio-jazz-spirituel-et-festif-14th-jan-pniche-marcounet-paris-tickets,"dim. 14 janv., 19:00 UTC+1","Port de l'Hotel de Ville, Paris 75004",XT Trio
Sunday Tribute - Rage Against The Machine,dim. 14 janv.,Supersonic,Gratuit,https://dice.fm/event/vnqm6-sunday-tribute-rage-against-the-machine-14th-jan-supersonic-paris-tickets,"dim. 14 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
Monday Release : Prune 99 + La Billy,lun. 15 janv.,Supersonic,Gratuit,https://dice.fm/event/r8ngr-monday-release-prune-99-la-billy-15th-jan-supersonic-paris-tickets,"lun. 15 janv., 19:00","9 Rue Biscornet, 75012 Paris, France","La Billy, Prune 99"
Sticky World,lun. 15 janv.,La Boule Noire,14 €,https://dice.fm/event/56mg8-sticky-world-15th-jan-la-boule-noire-paris-tickets,"lun. 15 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Sticky World
Robert Robert,lun. 15 janv.,POPUP!,"13,47 €",https://dice.fm/event/pbrqw-robert-robert-15th-jan-popup-paris-tickets,"lun. 15 janv., 20:00","14 Rue Abel, 75012 Paris, France",
Leo Leonard + Milena Leblanc + Alex Van Pelt,mar. 16 janv.,Supersonic,Gratuit,https://dice.fm/event/8qml5-leo-leonard-milena-leblanc-alex-van-pelt-16th-jan-supersonic-paris-tickets,"mar. 16 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
Fleur Bleu.e + Okala + LaFrange,mar. 16 janv.,L'international,8 €,https://dice.fm/event/n522l-fleur-bleue-okala-lafrange-16th-jan-linternational-paris-tickets,"mar. 16 janv., 19:00","5 Rue Moret, 75011 Paris, France",
Servo,mar. 16 janv.,La Boule Noire,"13,75 €",https://dice.fm/event/5lwgd-servo-16th-jan-la-boule-noire-paris-tickets,"mar. 16 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Servo
BRAKENCE,mar. 16 janv.,Point Ephémère,,https://dice.fm/event/kdom9-brakence-16th-jan-point-ephmre-paris-tickets,"mar. 16 janv., 20:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",brakence
Sarah Kinsley,mar. 16 janv.,Le Hasard Ludique,"15,71 €",https://dice.fm/event/vn8yv-sarah-kinsley-16th-jan-le-hasard-ludique-paris-tickets,"mar. 16 janv., 20:00","128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Sarah Kinsley"
Slowdive,mer. 17 janv.,La Cigale,"39,27 €",https://dice.fm/event/mdx2k-slowdive-17th-jan-la-cigale-paris-tickets,"mer. 17 janv., 19:00","120 Boulevard de Rochechouart, 75018 Paris, France",Slowdive
Effello&LesExtra...+Spaghetti Sluts+UnseenMedicine,mer. 17 janv.,Supersonic,Gratuit,https://dice.fm/event/qlvxa-effellolesextraspaghetti-slutsunseenmedicine-17th-jan-supersonic-paris-tickets,"mer. 17 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
Afro Digital Party,sam. 13 janv.,La Place,10 €,https://dice.fm/event/g37p5-afro-digital-party-13th-jan-la-place-paris-tickets,"sam. 13 janv., 16:00","10 Passage de la Canopée, 75001 Paris, France",
[Samedi] Pisica x Le Mazette : Winter Weekender,sam. 13 janv.,Le Mazette,"À partir de 11,22 €",https://dice.fm/event/37qmx-samedi-pisica-x-le-mazette-winter-weekender-13th-jan-le-mazette-paris-tickets,"sam. 13 janv., 18:00","69 Port de la Rapée, 75012 Paris, France",
Alconaut + Slowbot + Lords of the Void,sam. 13 janv.,Supersonic,Gratuit,https://dice.fm/event/7w6v6-alconaut-slowbot-lords-of-the-void-13th-jan-supersonic-paris-tickets,"sam. 13 janv., 19:00","9 Rue Biscornet, 75012 Paris, France",
Chiff Chaffs + Tuesday Violence + Pythies,sam. 13 janv.,L'international,8 €,https://dice.fm/event/n5a8q-chiff-chaffs-tuesday-violence-pythies-13th-jan-linternational-paris-tickets,"sam. 13 janv., 19:00","5 Rue Moret, 75011 Paris, France",
Romain Swan & The Raindrops,sam. 13 janv.,La Boule Noire,"16,51 €",https://dice.fm/event/b8npm-romain-swan-the-raindrops-13th-jan-la-boule-noire-paris-tickets,"sam. 13 janv., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France","1ère partie : Over The Moon, Romain Swan & The Raindrops"
Paris is Dancing — M¥SS KETA and more,sam. 13 janv.,Badaboum,"22,44 €",https://dice.fm/event/ar7mq-paris-is-dancing-mss-keta-and-more-13th-jan-badaboum-paris-tickets,"sam. 13 janv., 19:30","2B Rue des Taillandiers, 75011 Paris, France",Myss Keta
"20:02, Beasts, Boogie Knights & DJ Set",sam. 13 janv.,Le Sub Pigalle,"11,80 €",https://dice.fm/event/n59o5-2002-beasts-boogie-knights-dj-set-13th-jan-le-sub-pigalle-paris-tickets,"sam. 13 janv., 21:00","3 Place De Clichy, 75008 Paris, France",
off course #2 avec Alpha Tracks,sam. 13 janv.,Point Ephémère,À partir de 11 €,https://dice.fm/event/r8p3y-off-course-2-avec-alpha-tracks-13th-jan-point-ephmre-paris-tickets,"sam. 13 janv., 22:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Alpha Tracks
Cuntry Club,sam. 13 janv.,La Marbrerie,À partir de 9 €,https://dice.fm/event/pnrwk-cuntry-club-13th-jan-la-marbrerie-paris-tickets,"sam. 13 janv., 22:00","21 Rue Alexis Lepere, 93100 Montreuil, France","sukubratz, Maoupa Mazzocchetti, Nahshi, Dj Under Arrest"
