Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
Balaphonics & Mary May,2024-03-23,20:30,EMB Sannois,"17,61 €",https://dice.fm/event/56l3d-balaphonics-mary-may-23rd-mar-emb-sannois-paris-tickets,"2 Rue du Président Georges Pompidou, 95110 Sannois, France","Balaphonics, Mary May",,
Mézigue Live,2024-03-23,23:30,La Gaité Lyrique,"26,41 €",https://dice.fm/event/8qp22-mzigue-live-23rd-mar-la-gait-lyrique-paris-tickets,"3bis Rue Papin, 75003 Paris, France",Mézigue,,
La Dancing,2024-03-23,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/w67yn-la-dancing-23rd-mar-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
En attendant Ana,2024-03-23,19:00,Trabendo,25 €,https://dice.fm/event/56k88-en-attendant-ana-23rd-mar-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",En Attendant Ana,,
El Perreo ¡ Mega Fiesta de Reggaeton ! 23 mars 2024,2024-03-23,23:59 à 06:00,Cabaret Sauvage,"10,99 €",https://shotgun.live/events/el-perreo-mega-fiesta-de-reggaeton-23-mars-2024,"59 Bd Macdonald, 75019 Paris, France",,reggaeton,CABARET SAUVAGE
La Dancing # Samedi 23 Mars,2024-03-23,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-23-mars,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson",,Etoiles
Sunday Tribute - Riot Grrrl,2024-03-24,19:00,Supersonic,Gratuit,https://dice.fm/event/xoa7m-sunday-tribute-riot-grrrl-24th-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",,,
Teezo Touchdown,2024-03-25,20:00,La Bellevilloise,29 €,https://dice.fm/event/lkeqr-teezo-touchdown-25th-mar-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",Teezo Touchdown,,
SID SRIRAM - SIDHARTH WORLD TOUR,2024-03-26,20:30,Point Ephémère,22 €,https://dice.fm/event/xdyqa-sid-sriram-sidharth-world-tour-26th-mar-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Sid Sriram,,
Andrea Vanzo,2024-03-26,20:00,Salle Jacques Higelin (MPAA St-Germain),"À partir de 33,05 €",https://dice.fm/event/g3pep-andrea-vanzo-26th-mar-salle-jacques-higelin-mpaa-st-germain-paris-tickets,"4 Rue Félibien, 75006 Paris, France",Andrea Vanzo,,
NO TERROR IN THE BANG,2024-03-26,19:30,La Boule Noire,14 €,https://dice.fm/event/a5xo2-no-terror-in-the-bang-26th-mar-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",No Terror in the Bang,,
Barry Can’t Swim – When Will We Land?,2024-03-26,19:00,Trabendo,"19,08 €",https://dice.fm/event/e8gv6-barry-cant-swim-when-will-we-land-26th-mar-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Barry Can't Swim,,
Shelf Lives,2024-03-26,19:00,Supersonic,Gratuit,https://dice.fm/event/ky2oo-shelf-lives-26th-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Shelf Lives,,
Clay and Friends,2024-03-26,19:30,FGO-Barbara,19 €,https://dice.fm/event/8ll25-clay-and-friends-26th-mar-fgo-barbara-paris-tickets,"1 Rue Fleury, 75018 Paris, France",Clay and Friends,,
King Nun + Empty Head + LIQR,2024-03-27,19:00,Supersonic,Gratuit,https://dice.fm/event/gqrrb-king-nun-empty-head-liqr-27th-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",,,
CARNIFEX + REVOCATION + ABORTED + VEXED,2024-03-27,18:00,La Machine du Moulin Rouge,"34,68 €",https://dice.fm/event/klba8-carnifex-revocation-aborted-vexed-27th-mar-la-machine-du-moulin-rouge-paris-tickets,"90 Boulevard de Clichy, 75018 Paris, France",Carnifex,,
Clément Bazin,2024-03-27,20:00,Les Étoiles,25 €,https://dice.fm/event/pb3qp-clment-bazin-27th-mar-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","1ère partie, Clément Bazin",,
Exsonvaldes,2024-03-27,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/m9lwl-exsonvaldes-27th-mar-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Exsonvaldes,,
LOOK MUM NO COMPUTER,2024-03-27,20:00,Le Hasard Ludique,"17,50 €",https://dice.fm/event/m9kkk-look-mum-no-computer-27th-mar-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Look Mum No Computer,,
Cosmic Crooner,2024-03-27,19:00,POPUP!,"13,26 €",https://dice.fm/event/lk3yp-cosmic-crooner-27th-mar-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",Cosmic Crooner,,
berlioz - 2ème concert (21h45),2024-03-28,21:45,Trabendo,"22,66 €",https://dice.fm/event/qpe6a-berlioz-2me-concert-21h45-28th-mar-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",berlioz,,
berlioz - 1er concert (18h30),2024-03-28,18:30,Trabendo,"22,66 €",https://dice.fm/event/v2857-berlioz-1er-concert-18h30-28th-mar-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",berlioz,,
Japanese Television,2024-03-28,19:00,Supersonic,Gratuit,https://dice.fm/event/yww2a-japanese-television-28th-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Japanese Television,,
Adam Green + Support,2024-03-28,19:30,La Gaité Lyrique,"30,81 €",https://dice.fm/event/qlax9-adam-green-support-28th-mar-la-gait-lyrique-paris-tickets,"3bis Rue Papin, 75003 Paris, France",Adam Green,,
Bill Ryder-Jones,2024-03-28,19:30,La Maroquinerie,20 €,https://dice.fm/event/gqvgp-bill-ryder-jones-28th-mar-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Bill Ryder-Jones,,
Concert • Yolande Bashing,2024-03-28,20:00,Le Mazette,9 €,https://dice.fm/event/e82by-concert-yolande-bashing-28th-mar-le-mazette-paris-tickets,"69 Port de la Rapée, 75012 Paris, France",Yolande Bashing,,
DAVID NUMWAMI,2024-03-28,20:00,Le Hasard Ludique,"18,60 €",https://dice.fm/event/g3w2p-david-numwami-28th-mar-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",David Numwami,,
Cruzando El Charco,2024-03-28,20:00,La Belle Maison,15 €,https://dice.fm/event/qp52o-cruzando-el-charco-28th-mar-la-belle-maison-bagnolet-tickets,"24 Rue Malmaison, 93170 Bagnolet, France",Cruzando el Charco,,
7 Weeks + Guest,2024-03-29,19:30,La Maroquinerie,"19,81 €",https://dice.fm/event/v2o5v-7-weeks-guest-29th-mar-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",7 Weeks,,
Le Bal du 10eme # Vend 29 Mars,2024-03-29,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-29-mars,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Doctor Krápula,2024-03-29,19:30,Badaboum,26 €,https://dice.fm/event/a576d-doctor-krpula-29th-mar-badaboum-paris-tickets,"2B Rue des Taillandiers, 75011 Paris, France",Doctor Krápula,,
Mychelle,2024-03-29,20:00,POPUP!,"14,59 €",https://dice.fm/event/6nr37-mychelle-29th-mar-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France","Première partie, Mychelle",,
Brad stank,2024-03-29,20:00,Le Hasard Ludique,"17,50 €",https://dice.fm/event/xyb9m-brad-stank-29th-mar-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Brad Stank,,
Le Bal du 10,2024-03-29,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/w67on-le-bal-du-10-29th-mar-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
Talk Show,2024-03-30,20:00,Le Hasard Ludique,"15,87 €",https://dice.fm/event/3xlr8-talk-show-30th-mar-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Talk Show,,
Klem,2024-03-30,20:00,L'Olympia,35 €,https://dice.fm/event/g3ro6-klem-30th-mar-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Klem Schen,,
Lord Apex,2024-03-30,20:00,La Place,"21,90 €",https://dice.fm/event/dqvqo-lord-apex-30th-mar-la-place-paris-tickets,"10 Passage de la Canopée, 75001 Paris, France",Lord Apex,,
Broken Back,2024-03-30,19:30,Le Trianon,36 €,https://dice.fm/event/qvkby-broken-back-30th-mar-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Broken Back,,
GOUTER-CONCERT : ERREMSI & ELODIA,2024-03-30,14:30,Le Plan,"5,61 €",https://dice.fm/event/7wlnb-gouter-concert-erremsi-elodia-30th-mar-le-plan-paris-tickets,"1 Avenue Louis Aragon, 91130 Ris-Orangis, France",Erremsi,,
La Dancing # Samedi 30 Mars,2024-03-30,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-30-mars,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
Newmoon,2024-03-30,19:00,Supersonic,Gratuit,https://dice.fm/event/klwq8-newmoon-30th-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Newmoon,,
La Dancing,2024-03-30,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/qwagx-la-dancing-30th-mar-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
Jim Bauer,2024-03-31,19:30,La Boule Noire,"24,89 €",https://dice.fm/event/g35ob-jim-bauer-31st-mar-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Jim Bauer,,
Hammok + Arhios,2024-03-31,19:00,Supersonic,Gratuit,https://dice.fm/event/gqa26-hammok-arhios-31st-mar-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Arhios, Hammok",,
Courting,2024-04-01,20:00,Point Ephémère,"17,92 €",https://dice.fm/event/8lko7-courting-1st-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Courting,,
Melenas,2024-04-01,20:00,La Boule Noire,17 €,https://dice.fm/event/b79wk-melenas-1st-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Melenas,,
Sunday Tribute - Mac Demarco,2024-04-01,19:00,Supersonic,Gratuit,https://dice.fm/event/ywb6r-sunday-tribute-mac-demarco-1st-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",,,
Macadam Crocodile,2024-04-02,20:00,Trabendo,26 €,https://dice.fm/event/gq78a-macadam-crocodile-2nd-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Macadam Crocodile,,
Lalalar + Guest,2024-04-02,20:00,Petit Bain,21 €,https://dice.fm/event/9ka76-lalalar-guest-2nd-apr-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",Lalalar,,
Yassine Stein + première partie,2024-04-02,20:00,La Maroquinerie,"22,44 €",https://dice.fm/event/7boq7-yassine-stein-premire-partie-2nd-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Yassine Stein,,
Zoe Wees,2024-04-02,20:00,Badaboum,22 €,https://dice.fm/event/b7y5o-zoe-wees-2nd-apr-badaboum-paris-tickets,"2B Rue des Taillandiers, 75011 Paris, France",Zoe Wees,,
Ian Caulfield,2024-04-02,20:00,La Boule Noire,16 €,https://dice.fm/event/2y6ap-ian-caulfield-2nd-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Ian Caulfield,,
Morgane Imbeaud,2024-04-02,20:00,La Piccola Scala,22 €,https://dice.fm/event/v2kqd-morgane-imbeaud-2nd-apr-la-piccola-scala-paris-tickets,"13 Boulevard De Strasbourg, 75010 Paris, France","1ère Partie, Morgane Imbeaud",,
Stuck in the Sound,2024-04-02,19:30,Point Ephémère,"25,31 €",https://dice.fm/event/85qlv-stuck-in-the-sound-2nd-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",,,
Philippine,2024-04-03,20:00,La Piccola Scala,22 €,https://dice.fm/event/xyqel-philippine-3rd-apr-la-piccola-scala-paris-tickets,"13 Boulevard De Strasbourg, 75010 Paris, France","1ère partie, Philippine",,
L'Impératrice,2024-04-03,20:00,La Machine du Moulin Rouge,"33,66 €",https://dice.fm/event/ky5a9-limpratrice-3rd-apr-la-machine-du-moulin-rouge-paris-tickets,"90 Boulevard de Clichy, 75018 Paris, France",L'Impératrice,,
MARS RED SKY + HINT,2024-04-03,19:00,Trabendo,"24,24 €",https://dice.fm/event/b78rg-mars-red-sky-hint-3rd-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris","Mars Red Sky, Hint",,
Folly Group,2024-04-03,19:30,POPUP!,"13,22 €",https://dice.fm/event/pdpgp-folly-group-3rd-apr-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",Folly Group,,
15 15,2024-04-04,20:00,Point Ephémère,20 €,https://dice.fm/event/bodvm-15-15-4th-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",,,
Heavy Lungs,2024-04-04,19:00,Supersonic,Gratuit,https://dice.fm/event/68792-heavy-lungs-4th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Heavy Lungs,,
Bon Entendeur,2024-04-04,20:00,L'Olympia,"40,70 €",https://dice.fm/event/n6ev9-bon-entendeur-4th-apr-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Bon Entendeur,,
RORI,2024-04-04,20:00,La Boule Noire,22 €,https://dice.fm/event/pn7kl-rori-4th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",RORI,,
L'Impératrice,2024-04-04,20:00,La Machine du Moulin Rouge,"33,66 €",https://dice.fm/event/gqbda-limpratrice-4th-apr-la-machine-du-moulin-rouge-paris-tickets,"90 Boulevard de Clichy, 75018 Paris, France",L'Impératrice,,
METEO MIRAGE,2024-04-04,20:00,La Maroquinerie,19 €,https://dice.fm/event/6ak33-meteo-mirage-4th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Météo Mirage,,
Le Bal du 10eme # Vend 05 Avr,2024-04-05,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-05-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
STAND HIGH PATROL + JOE YORKE @ ÉLYSÉE MONTMARTRE,2024-04-05,18:30 à 22:30,L'Élysée Montmartre,"38,85 €",https://shotgun.live/events/stand-high-patrol-joe-york-elysee-montmartre,"72 Blvd Marguerite de Rochechouart, 75018 Paris, France","Stand High Patrol, Joe Yorke, Pupajim","dub, reggae, pop, soul",Bi:pole
Yard Act,2024-04-05,19:00,Cabaret Sauvage,"24,69 €",https://dice.fm/event/gxrqp-yard-act-5th-apr-cabaret-sauvage-paris-tickets,"59 Boulevard Macdonald, 75019 Paris, France",Yard Act,,
Aupinard,2024-04-05,20:30,Le Trianon,"28,56 €",https://dice.fm/event/5llxl-aupinard-5th-apr-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",aupinard,,
Le Bal du 10,2024-04-05,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/qwarx-le-bal-du-10-5th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
Johnny Mafia,2024-04-05,19:30,La Maroquinerie,25 €,https://dice.fm/event/qv32y-johnny-mafia-5th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Johnny Mafia,,
FRENCH 79 Teenagers Live w/ Special Guests,2024-04-05,19:30,Le Zénith Paris - La Villette,"39,78 €",https://dice.fm/event/v9ow6-french-79-teenagers-live-w-special-guests-5th-apr-le-znith-paris-la-villette-paris-tickets,"211 Avenue Jean Jaurès, 75019 Paris, France",French 79,,
Bon Entendeur,2024-04-05,20:00,L'Olympia,"40,70 €",https://dice.fm/event/3xekp-bon-entendeur-5th-apr-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Bon Entendeur,,
BEN plg,2024-04-05,20:00,La Cigale,29 €,https://dice.fm/event/rkrvw-ben-plg-5th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",BEN plg,,
15 15,2024-04-05,20:00,Point Ephémère,20 €,https://dice.fm/event/wdb8p-15-15-5th-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",QuinzeQuinze,,
Le Boom,2024-04-05,20:00,POPUP!,17 €,https://dice.fm/event/6abo3-le-boom-5th-apr-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France","Première partie, Le Boom",,
Elijah Fox,2024-04-05,20:00,Le Hasard Ludique,23 €,https://dice.fm/event/rkglw-elijah-fox-5th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Elijah Fox,,
Stuck in the Sound,2024-04-05,19:30,La Boule Noire,"25,30 €",https://dice.fm/event/dp3wv-stuck-in-the-sound-5th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",,,
RATU$,2024-04-06,19:00,La Maroquinerie,"19,50 €",https://dice.fm/event/5lp5d-ratu-6th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Ratu$,,
15 15,2024-04-06,20:00,Point Ephémère,20 €,https://dice.fm/event/3a5pp-15-15-6th-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",QuinzeQuinze,,
Maxence,2024-04-06,20:30,La Cigale,"28,09 €",https://dice.fm/event/5772w-maxence-6th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Maxence,,
La Dancing,2024-04-06,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/rqb5y-la-dancing-6th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
Generation 90 vs 2000 : 100% années 90 et 2000,2024-04-06,23:00,Concorde Atlantique,"10,99 €",https://dice.fm/event/5lqqk-generation-90-vs-2000-100-annes-90-et-2000-6th-apr-concorde-atlantique-paris-tickets,"23 Quai Anatole France, 75007 Paris, France",Dj Kakashi,,
Generation 90 vs 2000 ( Sam 06 Avr ),2024-04-06,23:00 à 06:00,Bateau Concorde Atlantique,"10,99 €",https://shotgun.live/events/generation-90-vs-2000-sam-06-avr,"23 Quai Valéry Giscard d'Estaing Face au, 75007 Paris, France",Dj Kakashi,"pop, pop rock, dance, house, hip hop, r&b",Noctambuzz
La Dancing # Samedi 06 Avr,2024-04-06,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-06-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
Bikini Beach + Guests,2024-04-06,19:00,L'international,10 €,https://dice.fm/event/qpkw9-bikini-beach-guests-6th-apr-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",Bikini Beach,,
Dabeull Live Band,2024-04-07,20:00,L'Olympia,42 €,https://dice.fm/event/rdxaw-dabeull-live-band-7th-apr-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Dabeull,,
Absolem,2024-04-07,19:30,La Boule Noire,"16,50 €",https://dice.fm/event/g3wx6-absolem-7th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Absolem,,
Cosmo Pyke,2024-04-08,20:00,La Bellevilloise,"19,70 €",https://dice.fm/event/3xydv-cosmo-pyke-8th-apr-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",Cosmo Pyke,,
MICROWAVE + THE DIRTY NIL,2024-04-08,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/yx37a-microwave-the-dirty-nil-8th-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France","Microwave, The Dirty Nil",,
Augustine,2024-04-08,19:00,Supersonic,Gratuit,https://dice.fm/event/b7rwm-augustine-8th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Augustine,,
Blowsom + 1ère partie,2024-04-09,19:30,La Maroquinerie,À partir de 18 €,https://dice.fm/event/pnypp-blowsom-1re-partie-9th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",BLOWSOM,,
Casey + Guest,2024-04-09,20:00,Petit Bain,19 €,https://dice.fm/event/2yrom-casey-guest-9th-apr-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",Casey,,
Oneohtrix Point Never,2024-04-09,19:30,Le Centquatre,"44,88 €",https://dice.fm/event/awlw2-oneohtrix-point-never-9th-apr-le-centquatre-paris-tickets,"5 Rue Curial, 75019 Paris, France",Oneohtrix Point Never,,
Albert Newton,2024-04-10,19:30,La Maroquinerie,"22,44 €",https://dice.fm/event/o73lm-albert-newton-10th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",,,
Hugo Barriol + 1ère partie,2024-04-10,19:30,Le Café de la Danse,23 €,https://dice.fm/event/267xo-hugo-barriol-1re-partie-10th-apr-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France",HUGO BARRIOL,,
The Clockworks,2024-04-10,19:00,Supersonic,Gratuit,https://dice.fm/event/emxqo-the-clockworks-10th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",The Clockworks,,
Joanna + première partie,2024-04-10,20:00,Le Trianon,"26,93 €",https://dice.fm/event/8loa7-joanna-premire-partie-10th-apr-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Joanna,,
LINDIGO au Cabaret Sauvage - 1ere partie Luiza,2024-04-11,19:00 à 22:30,Cabaret Sauvage,"21,00 €",https://shotgun.live/events/lindigo-au-cabaret-sauvage-1-ere-partie-luiza,"59 Bd Macdonald, 75019 Paris, France",,,CABARET SAUVAGE
Infinit',2024-04-11,20:00,Trabendo,25 €,https://dice.fm/event/lk8ax-infinit-11th-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",INFINIT',,
Francis Of Delirium,2024-04-11,19:30,POPUP!,"13,22 €",https://dice.fm/event/b73wm-francis-of-delirium-11th-apr-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",Francis Of Delirium,,
Le Bal du 10,2024-04-12,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/rqb6y-le-bal-du-10-12th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
Vive La Fête,2024-04-12,19:00,Trabendo,"29,47 €",https://dice.fm/event/6an77-vive-la-fte-12th-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Vive la Fête,,
La Dame Blanche,2024-04-12,19:30,La Boule Noire,18 €,https://dice.fm/event/wmw3v-la-dame-blanche-12th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",La Dame Blanche,,
blackwave.,2024-04-12,20:00,Le Hasard Ludique,17 €,https://dice.fm/event/e8322-blackwave-12th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Blackwave,,
Dragged Under,2024-04-12,19:00,Backstage BTM,"22,44 €",https://dice.fm/event/vnokg-dragged-under-12th-apr-backstage-btm-paris-tickets,"92 Bd de Clichy, 75018 Paris, France",Dragged Under,,
Le Bal du 10eme # Vend 12 Avr,2024-04-12,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-12-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Beige Banquet + Guests,2024-04-12,19:00,L'international,10 €,https://dice.fm/event/r8vqq-beige-banquet-guests-12th-apr-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",Beige Banquet,,
The Silver Lines,2024-04-12,19:00,Supersonic,Gratuit,https://dice.fm/event/doe3o-the-silver-lines-12th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",The Silver Lines,,
FAVE,2024-04-12,20:00,Le Zénith Paris - La Villette,À partir de 38 €,https://dice.fm/event/yx6ap-fave-12th-apr-le-znith-paris-la-villette-paris-tickets,"211 Avenue Jean Jaurès, 75019 Paris, France",,,
Droeloe,2024-04-13,19:30,La Maroquinerie,"22,60 €",https://dice.fm/event/mdlv9-droeloe-13th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",DROELOE,,
La Dancing,2024-04-13,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/23xgo-la-dancing-13th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
TELETECH x ENCORE : PARIS,2024-04-13,21:00,Parc Floral,"45,80 €",https://dice.fm/event/v2v7l-teletech-x-encore-paris-13th-apr-parc-floral-paris-tickets,"Route de la Pyramide, Paris, France",,,
La Dancing # Samedi 13 Avr,2024-04-13,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-13-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
TELETECH x ENCORE : PARIS,2024-04-13,21:30 à 06:00,Parc floral de Paris,"45,00 €",https://shotgun.live/events/teletech-x-encore-paris,"Rte de la Pyramide, 75012 Paris, France",,techno,Encore
T7 : SARA LANDRY ALL NIGHT LONG,2024-04-13,23:00 à 06:00,T7,"34,00 €",https://shotgun.live/events/t-7-sara-landry-all-night-long,"Pl. des Insurgés de Varsovie, 75015 Paris, France","Sara Landry, Vadanella",techno,T7
Brother Dege,2024-04-14,20:30,L'international,15 €,https://dice.fm/event/9k33d-brother-dege-14th-apr-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",Brother Dege,,
Novo Amor,2024-04-14,20:00,Le Trianon,"À partir de 28,30 €",https://dice.fm/event/8l357-novo-amor-14th-apr-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Novo Amor,,
AMBRE,2024-04-14,19:30,La Boule Noire,15 €,https://dice.fm/event/emx32-ambre-14th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première partie, AMBRE",,
